NomeDP,Tempo,Valor,Processado,Comentário
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:04,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:05,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:08,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:09,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:10,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:11,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:13,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:14,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:15,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:16,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:20,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:24,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:25,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:26,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:28,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:29,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:32,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:33,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:34,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:35,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:36,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:38,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:40,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:41,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:42,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:43,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:45,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:46,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:48,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:49,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:50,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:51,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:52,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:53,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:54,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:55,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:56,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:51:59,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:00,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:01,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:02,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:03,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:04,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:06,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:08,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:10,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:12,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:13,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:14,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:18,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:19,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:21,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:22,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:23,2281.8539999999994,"2281,85",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:24,3604.504000000001,"3604,5",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:25,1012.1100000000006,"1012,11",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:26,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:28,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:29,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:31,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:32,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:33,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:34,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:35,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:36,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:39,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:40,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:41,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:42,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:43,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:44,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:45,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:48,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:49,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:50,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:51,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:52,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:54,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:55,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:56,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:58,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:52:59,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:00,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:02,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:03,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:04,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:06,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:08,6.89600000000064,"6,9",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:09,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:14,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:15,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:16,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:18,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:19,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:20,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:21,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:25,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:26,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:28,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:30,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:31,-19.5570000000007,"-19,56",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:32,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:33,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:35,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:36,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:38,165.6140000000014,"165,61",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:39,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:40,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:41,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:43,165.6140000000014,"165,61",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:44,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:45,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:48,165.6140000000014,"165,61",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:49,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:50,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:51,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:52,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:53,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:55,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:56,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:53:58,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:00,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:03,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:05,165.6140000000014,"165,61",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:08,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:09,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:10,192.06699999999546,"192,07",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:11,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:12,165.6140000000014,"165,61",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:16,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:19,165.6140000000014,"165,61",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:20,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:22,165.6140000000014,"165,61",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:25,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:28,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:30,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:32,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:35,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:36,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:38,165.6140000000014,"165,61",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:39,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:40,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:41,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:42,192.06699999999546,"192,07",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:43,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:44,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:46,165.6140000000014,"165,61",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:48,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:49,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:50,139.16100000000006,"139,16",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:51,192.06699999999546,"192,07",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:52,271.4259999999995,"271,43",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:53,350.7849999999962,"350,78",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:54,456.5970000000016,"456,6",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:55,562.4089999999997,"562,41",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:56,879.8450000000012,"879,85",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:58,985.6569999999992,"985,66",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:54:59,1329.546000000002,"1329,55",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:00,1699.887999999999,"1699,89",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:01,1990.8709999999992,"1990,87",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:02,2414.118999999999,"2414,12",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:03,2863.8199999999997,"2863,82",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:04,3339.974000000002,"3339,97",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:05,3763.2220000000016,"3763,22",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:06,4239.375999999997,"4239,38",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:08,4847.794999999998,"4847,79",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:09,5376.854999999996,"5376,85",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:10,5905.915000000001,"5905,92",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:11,6408.521999999997,"6408,52",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:12,6964.034999999996,"6964,03",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:13,7493.095000000001,"7493,1",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:14,7942.796000000002,"7942,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:15,8445.402999999998,"8445,4",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:16,8921.557,"8921,56",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:18,9609.335,"9609,33",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:19,10164.847999999998,"10164,85",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:20,10535.189999999995,"10535,19",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:21,10508.737000000001,"10508,74",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:22,10588.095999999998,"10588,1",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:23,8233.779000000002,"8233,78",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:24,244.97299999999814,"244,97",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:25,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:26,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:28,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:29,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:31,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:32,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:33,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:34,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:35,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:36,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:38,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:39,-19.5570000000007,"-19,56",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:40,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:41,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:43,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:44,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:46,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:48,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:49,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:50,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:51,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:52,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:54,112.70799999999872,"112,71",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:56,86.25499999999738,"86,25",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:58,33.34900000000198,"33,35",
Freio_prony_ESP32_wifi_modbus - torque1,2025/06/13 09:55:59,59.80199999999604,"59,8",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:40:49,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:40:50,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:40:51,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:40:53,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:40:54,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:40:55,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:01,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:02,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:03,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:04,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:05,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:09,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:10,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:12,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:13,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:17,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:18,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:22,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:23,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:24,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:27,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:28,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:29,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:30,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:31,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:34,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:35,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:37,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:38,238.35599999999977,"238,36",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:39,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:40,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:41,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:42,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:43,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:49,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:50,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:53,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:54,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:41:57,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:02,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:03,238.35599999999977,"238,36",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:04,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:09,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:10,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:12,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:13,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:20,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:21,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:22,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:25,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:27,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:28,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:29,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:34,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:35,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:37,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:39,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:42,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:44,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:48,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:49,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:52,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:53,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:54,383.0639999999985,"383,06",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:55,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:57,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:58,141.8839999999982,"141,88",
