NomeDP,Tempo,Valor,Processado,Comentário
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:42:59,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:01,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:02,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:03,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:04,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:05,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:11,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:12,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:13,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:15,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:17,262.4739999999947,"262,47",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:18,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:20,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:22,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:23,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:25,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:27,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:28,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:29,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:31,407.1820000000007,"407,18",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:32,238.35599999999977,"238,36",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:33,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:34,238.35599999999977,"238,36",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:35,865.4239999999991,"865,42",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:37,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:39,93.64799999999377,"93,65",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:40,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:43,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:44,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:48,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:49,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:50,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:51,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:52,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:53,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:55,238.35599999999977,"238,36",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:57,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:43:59,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:00,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:02,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:04,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:05,262.4739999999947,"262,47",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:08,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:09,238.35599999999977,"238,36",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:10,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:13,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:14,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:15,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:18,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:19,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:21,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:22,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:23,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:24,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:27,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:28,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:30,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:35,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:36,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:37,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:39,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:40,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:41,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:45,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:48,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:50,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:51,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:53,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:54,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:58,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:44:59,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:01,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:03,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:04,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:05,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:06,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:07,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:09,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:10,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:11,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:12,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:14,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:16,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:18,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:21,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:22,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:25,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:26,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:29,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:30,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:31,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:33,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:34,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:35,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:36,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:38,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:39,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:40,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:43,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:44,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:48,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:49,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:50,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:52,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:54,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:56,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:58,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:45:59,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:08,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:10,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:11,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:13,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:15,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:16,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:18,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:19,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:20,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:21,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:23,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:24,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:25,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:26,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:30,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:31,262.4739999999947,"262,47",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:32,431.29999999999563,"431,3",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:33,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:35,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:40,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:41,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:43,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:44,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:45,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:48,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:49,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:51,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:52,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:53,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:55,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:56,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:58,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:46:59,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:01,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:02,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:03,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:04,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:05,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:09,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:11,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:12,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:13,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:14,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:15,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:16,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:20,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:21,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:22,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:23,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:24,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:25,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:29,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:30,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:33,69.52999999999884,"69,53",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:34,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:38,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:39,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:40,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:42,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:48,93.64799999999377,"93,65",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:49,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:50,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:53,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:56,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:58,214.23799999999756,"214,24",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:47:59,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:01,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:05,93.64799999999377,"93,65",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:06,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:09,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:10,93.64799999999377,"93,65",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:11,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:12,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:14,93.64799999999377,"93,65",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:15,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:16,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:19,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:21,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:23,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:24,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:25,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:29,93.64799999999377,"93,65",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:30,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:32,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:33,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:35,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:36,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:38,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:39,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:40,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:42,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:43,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:44,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:45,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:46,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:48,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:51,93.64799999999377,"93,65",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:52,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:53,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:55,93.64799999999377,"93,65",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:56,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:58,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:48:59,93.64799999999377,"93,65",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:00,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:01,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:02,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:03,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:04,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:05,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:06,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:08,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:09,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:11,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:14,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:18,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:19,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:20,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:22,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:23,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:25,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:26,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:28,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:29,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:30,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:31,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:32,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:33,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:34,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:39,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:42,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:43,190.11999999999534,"190,12",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:44,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:45,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:46,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:48,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:51,93.64799999999377,"93,65",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:52,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:55,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:56,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:49:59,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:00,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:01,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:04,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:05,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:09,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:10,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:11,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:12,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:13,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:15,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:16,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:19,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:23,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:24,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:25,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:28,93.64799999999377,"93,65",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:29,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:32,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:34,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:36,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:38,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:41,93.64799999999377,"93,65",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:42,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:43,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:44,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:45,117.76599999999598,"117,77",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:48,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:49,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:51,141.8839999999982,"141,88",
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:52,166.0020000000004,166,
Freio_prony_ESP32_wifi_modbus - torque2,2025/06/13 09:50:53,141.8839999999982,"141,88",
